Statistical profiling result from isolate-0x105801400-v8.log, (1072 ticks, 104 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.1%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectPrototypeSetProto(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectGetOwnPropertyDescriptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectDefineProperties(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_ArrayBufferConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::base::TimeTicks::HighResolutionNow()
      1    0.1%    0.1%  T v8::Value::IsArrayBufferView() const
      1    0.1%    0.1%  T _uv_fs_write
      1    0.1%    0.1%  T _mach_msg_server_once

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    476   44.4%  T ___guarded_open_dprotected_np
    302   63.4%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     78   25.8%      Function: ~Buffer.write buffer.js:855:34
     45   57.7%        Function: ~fromString buffer.js:298:20
     45  100.0%          Function: ~Buffer.from buffer.js:175:23
     41   91.1%            Function: ~decodeChunk _stream_writable.js:327:21
      4    8.9%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     20   25.6%        LazyCompile: *fromString buffer.js:298:20
     20  100.0%          Function: ~Buffer.from buffer.js:175:23
     16   80.0%            Function: ~decodeChunk _stream_writable.js:327:21
      4   20.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     12   15.4%        LazyCompile: *decodeChunk _stream_writable.js:327:21
     12  100.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     12  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      1    1.3%        LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      1  100.0%          Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     64   21.2%      Function: ~byteLength buffer.js:475:20
     36   56.3%        Function: ~fromString buffer.js:298:20
     36  100.0%          Function: ~Buffer.from buffer.js:175:23
     27   75.0%            Function: ~decodeChunk _stream_writable.js:327:21
      9   25.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     14   21.9%        LazyCompile: *fromString buffer.js:298:20
     14  100.0%          Function: ~Buffer.from buffer.js:175:23
     11   78.6%            Function: ~decodeChunk _stream_writable.js:327:21
      3   21.4%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     10   15.6%        LazyCompile: *decodeChunk _stream_writable.js:327:21
     10  100.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     10  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      4    6.3%        LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      4  100.0%          Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      4  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     29    9.6%      Function: ~fs.writeSync fs.js:727:24
     29  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
     29  100.0%          Function: ~doWrite _stream_writable.js:379:17
     29  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23
     17    5.6%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     17  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     17  100.0%          Builtin: PromiseHandle
     17  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
     68   14.3%    T v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
     42   61.8%      Function: ~exports.timestamp /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:307:30
     42  100.0%        Function: ~exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24
     27   64.3%          Function: ~Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     27  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     15   35.7%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     15  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     16   23.5%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     16  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     16  100.0%          Builtin: PromiseHandle
     16  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      9   13.2%      Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%        Builtin: PromiseHandle
      9  100.0%          t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    1.5%      LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
     34    7.1%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     34  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     34  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
     17   50.0%          LazyCompile: *target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
     13   76.5%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      4   23.5%            LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
     17   50.0%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
     13   76.5%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      4   23.5%            Builtin: AsyncFunctionAwaitResolveClosure
     10    2.1%    T v8::internal::Builtin_DateNow(int, v8::internal::Object**, v8::internal::Isolate*)
      9   90.0%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      9  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%          Builtin: PromiseHandle
      9  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1   10.0%      LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      1  100.0%        Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: PromiseHandle
      9    1.9%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   11.1%      Stub: CEntryStub
      1  100.0%        Function: ~config.colorize /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/config.js:21:28
      1  100.0%          Function: ~exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24
      1  100.0%            Function: ~Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      1   11.1%      Function: ~setupGlobalVariables bootstrap_node.js:251:32
      1  100.0%        Function: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1   11.1%      Function: ~module.exports /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:2:26
      1  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/bluebird.js:1:11
      1  100.0%          Function: ~Module._compile module.js:600:37
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      1   11.1%      Function: ~exports.Logger /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:25:40
      1  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston.js:1:11
      1  100.0%          Function: ~Module._compile module.js:600:37
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      1   11.1%      Function: ~emitTwo events.js:124:17
      1  100.0%        Function: ~emit events.js:156:44
      1   11.1%      Function: ~NativeModule.compile bootstrap_node.js:584:44
      1  100.0%        Function: ~NativeModule.require bootstrap_node.js:516:34
      1  100.0%          Function: ~startup bootstrap_node.js:12:19
      1  100.0%            Function: ~<anonymous> bootstrap_node.js:10:10
      1   11.1%      Function: ~Module._findPath module.js:176:28
      1  100.0%        Function: ~Module._resolveFilename module.js:508:35
      1  100.0%          Function: ~Module._load module.js:442:24
      1  100.0%            Function: ~Module.runMain module.js:682:26
      1   11.1%      Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:156:29
      1  100.0%        Function: ~_each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:52:26
      1  100.0%          Function: ~async.each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:150:27
      1  100.0%            Function: ~Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
      1   11.1%      Builtin: ArrayForEach
      1  100.0%        Function: ~Logger.handleExceptions /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:417:46
      1  100.0%          Function: ~Logger.configure /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:42:39
      1  100.0%            Function: ~exports.Logger /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:25:40
      6    1.3%    T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   16.7%      Function: ~stringSlice buffer.js:555:21
      1  100.0%        Function: ~Buffer.toString buffer.js:609:37
      1  100.0%          Function: ~fs.readFileSync fs.js:548:27
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      1   16.7%      Function: ~normalize path.js:1211:32
      1  100.0%        Function: ~join path.js:1240:22
      1  100.0%          Function: ~bindings /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bindings/bindings.js:44:19
      1  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/librdkafka.js:1:11
      1   16.7%      Function: ~mustacheFactory /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:17:34
      1  100.0%        Function: ~defineMustache /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:8:26
      1  100.0%          Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:1:11
      1  100.0%            Function: ~Module._compile module.js:600:37
      1   16.7%      Function: ~inherits util.js:962:18
      1  100.0%        Function: ~<anonymous> fs.js:1:11
      1  100.0%          Function: ~NativeModule.compile bootstrap_node.js:584:44
      1  100.0%            Function: ~NativeModule.require bootstrap_node.js:516:34
      1   16.7%      Function: ~dirname path.js:1358:28
      1  100.0%        Function: ~Module._resolveLookupPaths module.js:339:38
      1  100.0%          Function: ~Module._resolveFilename module.js:508:35
      1  100.0%            Function: ~Module._load module.js:442:24
      1   16.7%      Function: ~deprecate internal/util.js:26:19
      1  100.0%        Function: ~<anonymous> crypto.js:1:11
      1  100.0%          Function: ~NativeModule.compile bootstrap_node.js:584:44
      1  100.0%            Function: ~NativeModule.require bootstrap_node.js:516:34

    104    9.7%  UNKNOWN
     16   15.4%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     16  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     16  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
     12   75.0%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      9   75.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      3   25.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4   25.0%          LazyCompile: *target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      3   75.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1   25.0%            LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      6    5.8%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      3   50.0%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      3  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%          Builtin: PromiseHandle
      3  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1   16.7%      Function: ~fs.writeSync fs.js:727:24
      1  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
      1  100.0%          Function: ~doWrite _stream_writable.js:379:17
      1  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23
      1   16.7%      Function: ~Buffer.write buffer.js:855:34
      1  100.0%        Function: ~fromString buffer.js:298:20
      1  100.0%          Function: ~Buffer.from buffer.js:175:23
      1  100.0%            Function: ~decodeChunk _stream_writable.js:327:21

     62    5.8%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     62  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     35   56.5%      Function: ~createScript vm.js:79:22
     35  100.0%        Function: ~runInThisContext vm.js:138:26
     35  100.0%          Function: ~Module._compile module.js:600:37
     35  100.0%            Function: ~Module._extensions..js module.js:652:37
     27   43.5%      Function: ~runInThisContext bootstrap_node.js:495:28
     27  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
     27  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      4   14.8%            Function: ~<anonymous> util.js:1:11
      4   14.8%            Function: ~<anonymous> module.js:1:11
      3   11.1%            Function: ~<anonymous> stream.js:1:11
      2    7.4%            Function: ~<anonymous> internal/loader/ModuleRequest.js:1:11
      2    7.4%            Function: ~<anonymous> fs.js:1:11
      1    3.7%            Function: ~startup bootstrap_node.js:12:19
      1    3.7%            Function: ~setup_performance internal/process.js:14:27
      1    3.7%            Function: ~setupNextTick internal/process/next_tick.js:49:23
      1    3.7%            Function: ~setupGlobalVariables bootstrap_node.js:251:32
      1    3.7%            Function: ~setupGlobalTimeouts bootstrap_node.js:296:31
      1    3.7%            Function: ~createWritableStdioStream internal/process/stdio.js:142:35
      1    3.7%            Function: ~Module._load module.js:442:24
      1    3.7%            Function: ~<anonymous> tty.js:1:11
      1    3.7%            Function: ~<anonymous> timers.js:1:11
      1    3.7%            Function: ~<anonymous> readline.js:1:11
      1    3.7%            Function: ~<anonymous> internal/loader/Loader.js:1:11
      1    3.7%            Function: ~<anonymous> _stream_readable.js:1:11

     15    1.4%  Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
     15  100.0%    Builtin: AsyncFunctionAwaitResolveClosure
     15  100.0%      Builtin: PromiseHandle
     15  100.0%        t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)

     14    1.3%  t ___vfprintf
      7   50.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2   28.6%      Function: ~byteLength buffer.js:475:20
      1   50.0%        LazyCompile: *decodeChunk _stream_writable.js:327:21
      1  100.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      1  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      1   50.0%        Function: ~fromString buffer.js:298:20
      1  100.0%          Function: ~Buffer.from buffer.js:175:23
      1  100.0%            Function: ~decodeChunk _stream_writable.js:327:21
      1   14.3%      Function: ~fs.writeSync fs.js:727:24
      1  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
      1  100.0%          Function: ~doWrite _stream_writable.js:379:17
      1  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23
      3   21.4%    T v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
      2   66.7%      Function: ~exports.timestamp /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:307:30
      2  100.0%        Function: ~exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24
      1   50.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      1  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      1   50.0%          Function: ~Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      1  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      1   33.3%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    7.1%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    7.1%    LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      1  100.0%      Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    7.1%    LazyCompile: *emitAfterScript async_hooks.js:443:25
      1    7.1%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      1  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      1  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
      1  100.0%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      1  100.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19

     13    1.2%  t node::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     13  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     13  100.0%      Function: ~fs.writeSync fs.js:727:24
     13  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
     13  100.0%          Function: ~doWrite _stream_writable.js:379:17
     13  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23

     13    1.2%  Function: ~exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24
      9   69.2%    Function: ~Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      9  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      5   55.6%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:156:29
      5  100.0%          Function: ~_each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:52:26
      5  100.0%            Function: ~async.each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:150:27
      4   44.4%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
      4  100.0%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      3   75.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      1   25.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4   30.8%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
      4  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      4  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
      2   50.0%          LazyCompile: *target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      1   50.0%            LazyCompile: *sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      1   50.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19
      2   50.0%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      2  100.0%            Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19

     11    1.0%  /usr/lib/system/libsystem_pthread.dylib
      6   54.5%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2   33.3%      Function: ~fs.writeSync fs.js:727:24
      2  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
      2  100.0%          Function: ~doWrite _stream_writable.js:379:17
      2  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23
      1   16.7%      Function: ~stat module.js:50:14
      1  100.0%        Function: ~tryFile module.js:149:17
      1  100.0%          Function: ~tryPackage module.js:129:20
      1  100.0%            Function: ~Module._findPath module.js:176:28
      1   16.7%      Function: ~Buffer.write buffer.js:855:34
      1  100.0%        LazyCompile: *decodeChunk _stream_writable.js:327:21
