Statistical profiling result from isolate-0x104800000-v8.log, (418 ticks, 38 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2   40.0%      Function: ~sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      2  100.0%        Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:9:19
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: PromiseHandle
      2    1.3%    T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      Function: ~thenCallback /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/join.js:13:32
      2  100.0%        Function: ~module.exports /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/join.js:3:9
      2  100.0%          Function: ~module.exports /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:2:26
      2  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/bluebird.js:1:11

     50   12.0%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     50  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     26   52.0%      Function: ~runInThisContext bootstrap_node.js:495:28
     26  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
     26  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      3   11.5%            Function: ~startup bootstrap_node.js:12:19
      3   11.5%            Function: ~<anonymous> util.js:1:11
      3   11.5%            Function: ~<anonymous> stream.js:1:11
      2    7.7%            Function: ~setupGlobalVariables bootstrap_node.js:251:32
      2    7.7%            Function: ~<anonymous> tty.js:1:11
      2    7.7%            Function: ~<anonymous> module.js:1:11
      2    7.7%            Function: ~<anonymous> fs.js:1:11
      1    3.8%            Function: ~setupNextTick internal/process/next_tick.js:49:23
      1    3.8%            Function: ~setupGlobalTimeouts bootstrap_node.js:296:31
      1    3.8%            Function: ~setupGlobalConsole bootstrap_node.js:306:30
      1    3.8%            Function: ~Module._load module.js:442:24
      1    3.8%            Function: ~<anonymous> timers.js:1:11
      1    3.8%            Function: ~<anonymous> readline.js:1:11
      1    3.8%            Function: ~<anonymous> perf_hooks.js:1:11
      1    3.8%            Function: ~<anonymous> internal/loader/ModuleRequest.js:1:11
      1    3.8%            Function: ~<anonymous> buffer.js:1:11
     24   48.0%      Function: ~createScript vm.js:79:22
     24  100.0%        Function: ~runInThisContext vm.js:138:26
     24  100.0%          Function: ~Module._compile module.js:600:37
     24  100.0%            Function: ~Module._extensions..js module.js:652:37

     38    9.1%  UNKNOWN
      2    5.3%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      Function: ~Producer.produce /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/producer.js:119:38
      2  100.0%        Function: ~sendMessage /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:281:21
      2  100.0%          Function: ~runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:9:19
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure

      7    1.7%  t node::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      7  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      7  100.0%      Function: ~fs.writeSync fs.js:727:24
      7  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
      7  100.0%          Function: ~doWrite _stream_writable.js:379:17
      7  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23

      5    1.2%  t node::Binding(v8::FunctionCallbackInfo<v8::Value> const&)
      5  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2   40.0%      Function: ~<anonymous> crypto.js:1:11
      2  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
      2  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      2  100.0%            Function: ~Module._load module.js:442:24
      1   20.0%      Function: ~startup bootstrap_node.js:12:19
      1  100.0%        Function: ~<anonymous> bootstrap_node.js:10:10
      1   20.0%      Function: ~<anonymous> internal/url.js:1:11
      1  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
      1  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      1  100.0%            Function: ~<anonymous> module.js:1:11
      1   20.0%      Function: ~<anonymous> bootstrap_node.js:10:10

      5    1.2%  T _kpersona_get

