Statistical profiling result from isolate-0x105001800-v8.log, (1179 ticks, 104 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.1%  T v8::internal::Heap::AllocateJSObjectFromMap(v8::internal::Map*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
      1    0.1%    0.1%  T v8::internal::Heap::AllocateHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Heap::AllocateFixedArrayWithFiller(int, v8::internal::PretenureFlag, v8::internal::Object*)
      1    0.1%    0.1%  T v8::internal::Handle<v8::internal::FeedbackMetadata> v8::internal::FeedbackMetadata::New<v8::internal::FeedbackVectorSpec>(v8::internal::Isolate*, v8::internal::FeedbackVectorSpec const*)
      1    0.1%    0.1%  T v8::internal::Factory::NewFunction(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Factory::NewFixedArray(int, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Factory::GetNumberStringCache(v8::internal::Handle<v8::internal::Object>)
      1    0.1%    0.1%  T v8::internal::ElementsAccessor::Concat(v8::internal::Isolate*, v8::internal::Arguments*, unsigned int, unsigned int)
      1    0.1%    0.1%  T v8::internal::DoubleToCString(double, v8::internal::Vector<char>)
      1    0.1%    0.1%  T v8::internal::DescriptorArray::Sort()
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectPrototypeSetProto(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::AstNumberingVisitor::VisitCall(v8::internal::Call*)
      1    0.1%    0.1%  T v8::internal::Assembler::pushq_imm32(int)
      1    0.1%    0.1%  T v8::internal::Accessors::FunctionPrototypeGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T v8::Value::NumberValue(v8::Local<v8::Context>) const
      1    0.1%    0.1%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
      1    0.1%    0.1%  T v8::Object::Get(v8::Local<v8::Context>, unsigned int)
      1    0.1%    0.1%  T node::performance::PerformanceEntry::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::AsyncWrap::PopAsyncIds(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T _swscanf_l
      1    0.1%    0.1%  T _os_unfair_lock_unlock_no_tsd_4libpthread
      1    0.1%    0.1%  T _os_unfair_lock_lock_with_options_4Libc
      1    0.1%    0.1%  T _mach_error_type
      1    0.1%    0.1%  T _guarded_open_dprotected_np
      1    0.1%    0.1%  T _catopen
      1    0.1%    0.1%  T __sread

 [Summary]:
   ticks  total  nonlib   name
    198   16.8%   17.1%  JavaScript
    855   72.5%   73.9%  C++
     13    1.1%    1.1%  GC
     22    1.9%          Shared libraries
    104    8.8%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    429   55.3%   36.4%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     94   12.1%    8.0%  T ___guarded_open_dprotected_np
     70    9.0%    5.9%  T v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
     46    5.9%    3.9%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     21    2.7%    1.8%  T v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     14    1.8%    1.2%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
     12    1.5%    1.0%  T node::performance::TimerFunctionCall(v8::FunctionCallbackInfo<v8::Value> const&)
     10    1.3%    0.8%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.8%    0.5%  T v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.6%    0.4%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.6%    0.4%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.5%    0.3%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.5%    0.3%  T v8::internal::Runtime_KeyedStoreIC_Slow(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.5%    0.3%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.5%    0.3%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  t ___vfprintf
      3    0.4%    0.3%  T v8::internal::Runtime_StringReplaceGlobalRegExpWithString(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::internal::Runtime_NumberToString(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  t node::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.3%    0.2%  T v8::internal::Runtime_LoadFromSuper(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Runtime_InterpreterNewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Builtin_ObjectPrototypeSetProto(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T _os_unfair_lock_trylock
      2    0.3%    0.2%  T __kernelrpc_vm_remap
      1    0.1%    0.1%  t ___find_warguments
      1    0.1%    0.1%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
      1    0.1%    0.1%  T v8::internal::Builtin_ObjectDefineProperties(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Builtin_DatePrototypeToISOString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::Value::NumberValue(v8::Local<v8::Context>) const
      1    0.1%    0.1%  T _mach_msg_server_once

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    464   39.4%  T ___guarded_open_dprotected_np
    240   51.7%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     55   22.9%      Function: ~byteLength buffer.js:475:20
     28   50.9%        Function: ~fromString buffer.js:298:20
     28  100.0%          Function: ~Buffer.from buffer.js:175:23
     28  100.0%            Function: ~decodeChunk _stream_writable.js:327:21
     22   40.0%        LazyCompile: *decodeChunk _stream_writable.js:327:21
     22  100.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     22  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      5    9.1%        LazyCompile: *fromString buffer.js:298:20
      5  100.0%          Function: ~Buffer.from buffer.js:175:23
      5  100.0%            Function: ~decodeChunk _stream_writable.js:327:21
     53   22.1%      Function: ~Buffer.write buffer.js:855:34
     28   52.8%        Function: ~fromString buffer.js:298:20
     28  100.0%          Function: ~Buffer.from buffer.js:175:23
     28  100.0%            Function: ~decodeChunk _stream_writable.js:327:21
     19   35.8%        LazyCompile: *decodeChunk _stream_writable.js:327:21
     19  100.0%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     19  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
      6   11.3%        LazyCompile: *fromString buffer.js:298:20
      6  100.0%          Function: ~Buffer.from buffer.js:175:23
      6  100.0%            Function: ~decodeChunk _stream_writable.js:327:21
     31   12.9%      Function: ~emitBeforeScript async_hooks.js:429:26
     19   61.3%        Function: ~_tickCallback internal/process/next_tick.js:151:25
     12   38.7%        Function: ~tryOnImmediate timers.js:746:24
     12  100.0%          Function: ~processImmediate timers.js:697:26
     30   12.5%      Function: ~emitAfterScript async_hooks.js:443:25
     17   56.7%        Function: ~_tickCallback internal/process/next_tick.js:151:25
     13   43.3%        Function: ~tryOnImmediate timers.js:746:24
     13  100.0%          Function: ~processImmediate timers.js:697:26
     22    9.2%      Function: ~fs.writeSync fs.js:727:24
     22  100.0%        Function: ~SyncWriteStream._write internal/fs.js:73:44
     22  100.0%          Function: ~doWrite _stream_writable.js:379:17
     22  100.0%            Function: ~writeOrBuffer _stream_writable.js:339:23
      9    3.8%      Function: ~stringSlice buffer.js:555:21
      9  100.0%        Function: ~Buffer.toString buffer.js:609:37
      8   88.9%          Function: ~parseValue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/protocol/util.js:51:20
      6   75.0%            Function: ~_consumer.on.message /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:305:33
      2   25.0%            Function: ~messages.map.msg /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:551:22
      1   11.1%          Function: ~fs.readFileSync fs.js:548:27
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      9    3.8%      Function: ~_tickCallback internal/process/next_tick.js:151:25
      6    2.5%      Function: ~fs.readSync fs.js:670:23
      6  100.0%        Function: ~tryReadSync fs.js:536:21
      6  100.0%          Function: ~fs.readFileSync fs.js:548:27
      6  100.0%            Function: ~Module._extensions..js module.js:652:37
      5    2.1%      Function: ~_syncQueue.async.queue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:387:37
      5  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:4081:27
      5  100.0%          Function: ~process /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2301:27
      5  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2236:36
      5    2.1%      Function: ~KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47
      5  100.0%        Function: ~KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43
      5  100.0%          Function: ~_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:536:21
      5  100.0%            Function: ~on /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:428:33
      3    1.3%      Function: ~stat module.js:50:14
      3  100.0%        Function: ~Module._findPath module.js:176:28
      3  100.0%          Function: ~Module._resolveFilename module.js:508:35
      3  100.0%            Function: ~Module._load module.js:442:24
      3    1.3%      Function: ~KafkaConsumer.resume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:595:42
      3  100.0%        Function: ~_syncQueue.drain /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:412:31
      3  100.0%          Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2244:24
      3  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:954:20
     59   12.7%    LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
     58   12.5%    T v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
     31   53.4%      Function: ~exports.timestamp /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:307:30
     31  100.0%        Function: ~exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24
     20   64.5%          LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     20  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     11   35.5%          Function: ~Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     11  100.0%            Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     10   17.2%      Function: ~_syncQueue.async.queue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:387:37
     10  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:4081:27
     10  100.0%          Function: ~process /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2301:27
     10  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2236:36
      6   10.3%      Function: ~Promise.resolve.then /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:396:66
      6  100.0%        Function: ~tryCatcher /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:12:20
      6  100.0%          Function: ~Promise._settlePromiseFromHandler /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:496:56
      6  100.0%            Function: ~Promise._settlePromise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/promise.js:542:44
      4    6.9%      Function: ~_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:539:39
      4  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56
      3    5.2%      Function: ~PerformanceObserver /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:85:60
      3  100.0%        Function: ~doNotify perf_hooks.js:458:18
      3  100.0%          Function: ~observersCallback perf_hooks.js:466:27
      3  100.0%            T node::performance::TimerFunctionCall(v8::FunctionCallbackInfo<v8::Value> const&)
      2    3.4%      Function: ~messages.forEach.message /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:32:26
      2  100.0%        Builtin: ArrayForEach
      2  100.0%          Function: ~Promise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:19:22
      2  100.0%            Builtin: PromiseConstructor
      2    3.4%      Function: ~_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:536:21
      2  100.0%        Function: ~on /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:428:33
      2  100.0%          Function: ~emitTwo events.js:124:17
      2  100.0%            Function: ~emit events.js:156:44
     31    6.7%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     31  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     31  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
     27   87.1%          LazyCompile: *target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
     13   48.1%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/perf4js/index.js:5:14
      9   33.3%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/perf4js/index.js:5:14
      5   18.5%            Function: ~Promise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:19:22
      4   12.9%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      2   50.0%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/perf4js/index.js:5:14
      2   50.0%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/perf4js/index.js:5:14
     17    3.7%    T v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      9   52.9%      Function: ~processImmediate timers.js:697:26
      8   47.1%      Function: ~createImmediate timers.js:856:25
      8  100.0%        Function: ~setImmediate timers.js:821:22
      4   50.0%          Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/schedule.js:12:27
      4  100.0%            Function: ~Async._queueTick /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/async.js:149:39
      4   50.0%          Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:116:21
      4  100.0%            Function: ~_insert /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2206:21
     10    2.2%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   20.0%      Function: ~startup bootstrap_node.js:12:19
      2  100.0%        Function: ~<anonymous> bootstrap_node.js:10:10
      1   10.0%      Function: ~set native collection.js:149:4
      1  100.0%        Function: ~E internal/errors.js:118:11
      1  100.0%          Function: ~<anonymous> internal/errors.js:1:11
      1  100.0%            Function: ~NativeModule.compile bootstrap_node.js:584:44
      1   10.0%      Function: ~createSingleTimeout timers.js:454:29
      1  100.0%        Function: ~setTimeout timers.js:425:20
      1  100.0%          Function: ~_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:539:39
      1  100.0%            Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56
      1   10.0%      Function: ~config.addColors /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/config.js:17:29
      1  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/config.js:1:11
      1  100.0%          Function: ~Module._compile module.js:600:37
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      1   10.0%      Function: ~Socket net.js:175:16
      1  100.0%        Function: ~WriteStream tty.js:64:21
      1  100.0%          Function: ~createWritableStdioStream internal/process/stdio.js:142:35
      1  100.0%            Function: ~getStderr internal/process/stdio.js:27:21
      1   10.0%      Function: ~<anonymous> internal/streams/lazy_transform.js:1:11
      1  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
      1  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      1  100.0%            Function: ~<anonymous> crypto.js:1:11
      1   10.0%      Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/schedule.js:1:11
      1  100.0%        Function: ~Module._compile module.js:600:37
      1  100.0%          Function: ~Module._extensions..js module.js:652:37
      1  100.0%            Function: ~Module.load module.js:547:33
      1   10.0%      Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2244:24
      1  100.0%        Function: ~<anonymous> /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:954:20
      1  100.0%          Function: ~Promise.resolve.then /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:396:66
      1  100.0%            Function: ~tryCatcher /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/bluebird/js/release/util.js:12:20
      1   10.0%      Builtin: ArrayMap
      1  100.0%        Function: ~debuglog util.js:262:18
      1  100.0%          Function: ~<anonymous> timers.js:1:11
      1  100.0%            Function: ~NativeModule.compile bootstrap_node.js:584:44

    104    8.8%  UNKNOWN
     19   18.3%    LazyCompile: *Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34
     19  100.0%      Function: ~transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24
     19  100.0%        LazyCompile: *Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33
     15   78.9%          LazyCompile: *target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      8   53.3%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/perf4js/index.js:5:14
      6   40.0%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/perf4js/index.js:5:14
      1    6.7%            Function: ~Promise /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:19:22
      4   21.1%          Function: ~target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30
      4  100.0%            Function: ~info /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/perf4js/index.js:5:14
      3    2.9%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      1   33.3%      Function: ~fs.readSync fs.js:670:23
      1  100.0%        Function: ~tryReadSync fs.js:536:21
      1  100.0%          Function: ~fs.readFileSync fs.js:548:27
      1  100.0%            Function: ~Module._extensions..js module.js:652:37
      1   33.3%      Function: ~emitBeforeScript async_hooks.js:429:26
      1  100.0%        Function: ~_tickCallback internal/process/next_tick.js:151:25
      1   33.3%      Function: ~KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47
      1  100.0%        Function: ~KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43
      1  100.0%          Function: ~_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:536:21
      1  100.0%            Function: ~on /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:428:33

     48    4.1%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     48  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     25   52.1%      Function: ~createScript vm.js:79:22
     25  100.0%        Function: ~runInThisContext vm.js:138:26
     25  100.0%          Function: ~Module._compile module.js:600:37
     25  100.0%            Function: ~Module._extensions..js module.js:652:37
     23   47.9%      Function: ~runInThisContext bootstrap_node.js:495:28
     23  100.0%        Function: ~NativeModule.compile bootstrap_node.js:584:44
     23  100.0%          Function: ~NativeModule.require bootstrap_node.js:516:34
      3   13.0%            Function: ~<anonymous> module.js:1:11
      3   13.0%            Function: ~<anonymous> fs.js:1:11
      2    8.7%            Function: ~<anonymous> tty.js:1:11
      2    8.7%            Function: ~<anonymous> stream.js:1:11
      2    8.7%            Function: ~<anonymous> readline.js:1:11
      1    4.3%            Function: ~startup bootstrap_node.js:12:19
      1    4.3%            Function: ~setupNextTick internal/process/next_tick.js:49:23
      1    4.3%            Function: ~setupGlobalVariables bootstrap_node.js:251:32
      1    4.3%            Function: ~setupGlobalConsole bootstrap_node.js:306:30
      1    4.3%            Function: ~createWritableStdioStream internal/process/stdio.js:142:35
      1    4.3%            Function: ~Module._load module.js:442:24
      1    4.3%            Function: ~<anonymous> util.js:1:11
      1    4.3%            Function: ~<anonymous> perf_hooks.js:1:11
      1    4.3%            Function: ~<anonymous> net.js:1:11
      1    4.3%            Function: ~<anonymous> internal/loader/ModuleJob.js:1:11
      1    4.3%            Function: ~<anonymous> internal/encoding.js:1:11

     36    3.1%  T node::performance::TimerFunctionCall(v8::FunctionCallbackInfo<v8::Value> const&)
     22   61.1%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     22  100.0%      Function: ~_syncQueue.async.queue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:387:37
